12,2171,new car,unskilled resident
36,5800,used car,skilled
18,1169,radio/tv,skilled
36,8947,used car,high qualif/self emp/mgmt
21,2606,radio/tv,high qualif/self emp/mgmt
12,1592,furniture/equipment,skilled
15,2186,furniture/equipment,unskilled resident
18,4153,furniture/equipment,skilled
16,2625,new car,skilled
20,3485,new car,skilled
36,10477,used car,skilled
15,1386,radio/tv,skilled
24,1278,radio/tv,high qualif/self emp/mgmt
12,1107,radio/tv,high qualif/self emp/mgmt
21,3763,new car,unskilled resident
36,3711,education,skilled
15,3594,used car,unskilled resident
9,3195,new car,unskilled resident
36,4454,radio/tv,skilled
24,4736,furniture/equipment,unskilled resident
30,2991,radio/tv,skilled
11,2142,business,skilled
24,3161,business,skilled
48,18424,other,high qualif/self emp/mgmt
10,2848,used car,skilled
6,14896,new car,high qualif/self emp/mgmt
24,2359,furniture/equipment,skilled
24,3345,furniture/equipment,high qualif/self emp/mgmt
18,1817,furniture/equipment,skilled
48,12749,radio/tv,high qualif/self emp/mgmt
9,1366,radio/tv,skilled
12,2002,new car,skilled
24,6872,furniture/equipment,skilled
12,697,new car,skilled
18,1049,furniture/equipment,skilled
48,10297,used car,skilled
30,1867,radio/tv,skilled
12,1344,new car,unskilled resident
24,1747,furniture/equipment,unskilled resident
9,1670,radio/tv,skilled
9,1224,new car,skilled
12,522,radio/tv,skilled
12,1498,radio/tv,skilled
30,1919,radio/tv,high qualif/self emp/mgmt
9,745,radio/tv,unskilled resident
6,2063,radio/tv,high qualif/self emp/mgmt
60,6288,education,skilled
24,6842,used car,high qualif/self emp/mgmt
12,3527,new car,high qualif/self emp/mgmt
10,1546,new car,unskilled resident
24,929,furniture/equipment,skilled
4,1455,new car,unskilled resident
15,1845,furniture/equipment,skilled
48,8358,new car,skilled
24,3349,furniture/equipment,skilled
12,2859,new car,high qualif/self emp/mgmt
18,1533,furniture/equipment,unskilled resident
24,3621,radio/tv,skilled
18,3590,business,unemp/unskilled non res
36,2145,business,skilled
24,4113,used car,skilled
36,10974,furniture/equipment,high qualif/self emp/mgmt
12,1893,new car,skilled
24,1231,radio/tv,high qualif/self emp/mgmt
30,3656,radio/tv,unskilled resident
9,1154,radio/tv,unskilled resident
28,4006,new car,unskilled resident
24,3069,furniture/equipment,skilled
6,1740,radio/tv,skilled
21,2353,new car,skilled
15,3556,new car,skilled
24,2397,radio/tv,skilled
6,454,repairs,unskilled resident
30,1715,radio/tv,skilled
27,2520,radio/tv,unskilled resident
15,3568,radio/tv,high qualif/self emp/mgmt
42,7166,radio/tv,skilled
11,3939,new car,unskilled resident
15,1514,repairs,skilled
24,7393,new car,unskilled resident
24,1193,new car,unemp/unskilled non res
60,7297,business,skilled
30,2831,radio/tv,skilled
24,1258,radio/tv,unskilled resident
6,753,radio/tv,skilled
18,2427,business,skilled
24,2538,new car,unskilled resident
15,1264,new car,skilled
30,8386,furniture/equipment,skilled
48,4844,business,high qualif/self emp/mgmt
21,2923,new car,high qualif/self emp/mgmt
36,8229,used car,skilled
24,2028,furniture/equipment,unskilled resident
15,1433,furniture/equipment,skilled
42,6289,business,skilled
13,1409,radio/tv,skilled
24,6579,used car,high qualif/self emp/mgmt
24,1743,radio/tv,unskilled resident
12,3565,education,unskilled resident
15,1569,radio/tv,unskilled resident
18,1936,radio/tv,unskilled resident
36,3959,furniture/equipment,high qualif/self emp/mgmt
12,2390,new car,skilled
12,1736,furniture/equipment,unskilled resident
30,3857,used car,high qualif/self emp/mgmt
12,804,radio/tv,skilled
45,1845,radio/tv,skilled
45,4576,used car,skilled
